P-of-T,SUBJ,NUMB,SECT,CRN,TITLE,NOTES,HRS,ENRLD,MAXENRL,TIMES,DAYS,LOCATION,INSTRUCTOR,CAMPUS
1,PHYS,2211L,51,24230,PRIN PHYS LAB,- No-cost:$0 required txtbk cost,0,5,30,12:00-01:50,W,0225 ACADEMIC CLASSROOM BUILDI,"Arora, Sanjeev",Main Campus
1,PHYS,2211L,52,27386,PRIN PHYS LAB,- No-cost:$0 required txtbk cost,0,12,7,05:00-06:50,W,0225 ACADEMIC CLASSROOM BUILDI,"Arora, Sanjeev",Main Campus
1,POLS,1101,1,23201,AMERICAN GOVERNMENT,,3,43,40,08:00-09:15,T R,0117 BOND ACADEMIC BLDG,"Morgan, Kenneth",Main Campus
1,POLS,1101,2,23184,AMERICAN GOVERNMENT,,3,46,45,02:00-02:50,M W F,0117 BOND ACADEMIC BLDG,"Washington, Stephanie",Main Campus
1,POLS,1101,4,27390,AMERICAN GOVERNMENT,,3,37,30,06:00-07:15,T R,0123 BOND ACADEMIC BLDG,"Lawrence, Stevie",Main Campus
1,POLS,1101,5,27793,AMERICAN GOVERNMENT,,3,32,30,06:00-07:15,M W,0122 BOND ACADEMIC BLDG,"Green, Rufus",Main Campus
1,POLS,1101,WH1,27398,AMERICAN GOVERNMENT,,3,41,45,01:00-01:50,M W F,0222 BOND ACADEMIC BLDG,"Washington, Stephanie",Main Campus
1,POLS,1101,WH2,25719,AMERICAN GOVERNMENT,,3,31,30,12:30-01:45,T R,0123 BOND ACADEMIC BLDG,"Fields, Meigan",Main Campus
1,POLS,1101,WH3,28009,AMERICAN GOVERNMENT,,3,20,30,11:00-11:50,M W F,0123 BOND ACADEMIC BLDG,"Washington, Stephanie",Main Campus
1,POLS,1101,WH4,28010,AMERICAN GOVERNMENT,,3,17,30,12:00-12:50,M W F,0123 BOND ACADEMIC BLDG,"Washington, Stephanie",Main Campus
1,POLS,3300,WH1,27796,POLITICAL PARTIES,,3,21,40,03:30-04:45,T R,0216 BOND ACADEMIC BLDG,"Fields, Meigan",Main Campus
1,POLS,3304,W1,27794,STATE & LOCAL GOVT,,3,25,25,,,,"Murtagh, Jerry",On-Line
1,POLS,3350,WH1,27795,SEMINAR IN POLITICS,,3,15,40,02:00-03:15,T R,0216 BOND ACADEMIC BLDG,"Fields, Meigan",Main Campus
1,POLS,4408,1,27893,CONSTITUTIONAL DVLPMNT,,3,22,30,06:00-07:15,M W,0123 BOND ACADEMIC BLDG,"Morgan, Kenneth",Main Campus
1,PSCI,3853,1,22955,PLANT PATHOLOGY,,3,13,15,11:00-11:50,M W,0123 TABOR AGR ACAD,"Dhir, Sarwan",Main Campus
1,PSCI,3853L,51,24784,PLANT PATH LAB,,0,13,15,03:30-05:20,T,0123 TABOR AGR ACAD,"Dhir, Sarwan",Main Campus
1,PSCI,4832,1,23612,RESEARCH METHODS,,2,6,15,09:30-10:45,T R,0123 TABOR AGR ACAD,"Dhir, Sarwan",Main Campus
1,PSCI,4833,1,26428,PRIN OF PLANT BREEDING,,3,10,15,10:00-10:50,M W,0123 TABOR AGR ACAD,"Dhir, Sarwan",Main Campus
1,PSCI,4833L,51,26429,PRIN OF PLANT BREEDING LAB,,0,10,15,04:00-04:50,F,0123 TABOR AGR ACAD,"Dhir, Sarwan",Main Campus
1,PSCI,4863,1,26152,PLANT BIOTECHNOLOGY,,3,6,15,01:00-01:50,M W,0123 TABOR AGR ACAD,"Punnuri, Somashekhar",Main Campus
1,PSCI,4863L,51,26153,PLANT BIOTECHNOLOGY LAB,,0,6,15,03:30-05:20,R,0123 TABOR AGR ACAD,"Punnuri, Somashekhar",Main Campus
1,PSYC,1101,1,21348,GENERAL PSYCHOLOGY,,3,45,40,02:00-03:15,T R,0023 BOND ACADEMIC BLDG,"Van Hartesveldt, Mary",Main Campus
1,PSYC,1101,3,24326,GENERAL PSYCHOLOGY,,3,40,40,03:30-04:45,T R,0117 BOND ACADEMIC BLDG,"Van Hartesveldt, Mary",Main Campus
1,PSYC,1101,WH,24554,GENERAL PSYCHOLOGY,,3,39,40,12:00-12:50,M W F,0023 BOND ACADEMIC BLDG,"Chatmon, Roddrick",Main Campus
1,PSYC,1101,WH1,24315,GENERAL PSYCHOLOGY,,3,35,40,05:00-06:15,T R,0023 BOND ACADEMIC BLDG,"Troutman, Cheri",Main Campus
1,PSYC,2101,W1,27571,PSYCHOLOGY OF ADJUSTMENT,,3,36,40,,,,"Mitchell, Erin",On-Line
1,PSYC,2101,WH,27570,PSYCHOLOGY OF ADJUSTMENT,,3,39,40,09:00-09:50,M W F,0023 BOND ACADEMIC BLDG,"Haywood, Jerry",Main Campus
1,PSYC,3003,1,25244,PSYCHOLOGICAL RSCH I,,3,38,40,11:00-11:50,M W F,0023 BOND ACADEMIC BLDG,"Byrd, Diane",Main Campus
1,PSYC,3003,W1,21350,PSYCHOLOGICAL RSCH I,,3,31,40,,,,"Byrd, Diane",On-Line
1,PSYC,3033,W1,26407,DEVLPMNTL PSYCHOLOGY,,3,41,40,,,,"Stephen, Faith",On-Line
1,PSYC,3033,WH,25696,DEVLPMNTL PSYCHOLOGY,,3,42,40,02:00-02:50,M W F,0023 BOND ACADEMIC BLDG,"Holyfield-Moss, Bridget",Main Campus
1,PSYC,3053,W1,25624,PHYSIOLOGICAL PSYCHOLOGY,,3,39,40,,,,"Murfree, Joshua",On-Line
1,PSYC,4013,1,25245,HISTORY OF PSYCHOLOGY,,3,25,40,12:00-12:50,M W F,0117 BOND ACADEMIC BLDG,"Byrd, Diane",Main Campus
1,PSYC,4013,W1,21353,HISTORY OF PSYCHOLOGY,,3,34,40,,,,"Byrd, Diane",On-Line
1,PSYC,4033,W1,25622,PSYCHOPHARMACOLOGY,,3,25,40,,,,"Stephen, Faith",On-Line
1,PSYC,4033,WH,26984,PSYCHOPHARMACOLOGY,,3,15,40,02:00-03:15,T R,0122 BOND ACADEMIC BLDG,"Payne, Tamara",Main Campus
1,PSYC,4043,W1,25941,PSYCHOLOGY OF RELIGION,,3,32,40,,,,"Chatmon, Roddrick",On-Line
1,PSYC,4043,WH,25625,PSYCHOLOGY OF RELIGION,,3,31,40,09:30-10:45,T R,0023 BOND ACADEMIC BLDG,"Chatmon, Roddrick",Main Campus
1,PSYC,4063,W1,27307,CHILD PSYCHOLOGY,,3,26,40,,,,"Mitchell, Erin",On-Line
1,PSYC,4063,WH,27308,CHILD PSYCHOLOGY,,3,42,40,01:00-01:50,M W F,0117 BOND ACADEMIC BLDG,"Holyfield-Moss, Bridget",Main Campus
1,PSYC,4096,W1,25942,SR SEMINAR I-SR SMNR IN PSY,- $40 or under req txtbks cost,3,12,30,,,,"Haywood, Jerry",On-Line
1,PSYC,4096,WH,21354,SR SEMINAR I-SR SMNR IN PSY,- $40 or under req txtbks cost,3,12,30,10:00-10:50,M W F,0122 BOND ACADEMIC BLDG,"Haywood, Jerry",Main Campus
1,PSYC,4912,W1,23842,PSYCHOLOGY INTERNSHIP,,6,4,15,,,,"Holyfield-Moss, Bridget",On-Line
1,RCCM,5403,W1,27707,INTRO TO REHABILITATION,,3,20,20,,,,"Everett, Otha",On-Line
1,RCCM,5403,W2,24273,INTRO TO REHABILITATION,,3,21,20,,,,"Everett, Otha",FVSU-Warner Robins Campus
1,RCCM,5413,W1,24275,INTRO TO CASE MANAGEMENT,,3,20,20,,,,"Newton, James",On-Line
1,RCCM,5413,W2,27857,INTRO TO CASE MANAGEMENT,,3,19,20,,,,"Newton, James",On-Line
1,RCCM,5432,W1,26726,PSYCHIATRIC REHABILITATION,,3,20,20,,,,"Payne, Tamara",On-Line
1,RCCM,5441,W1,25212,PRACTICUM IN REHABILITATION,,1,6,6,,,,"Brenner, Jerry",On-Line
1,RCCM,5441,W2,27269,PRACTICUM IN REHABILITATION,,1,4,6,,,,"Brenner, Jerry",On-Line
1,RCCM,5452,W1,27858,REHAB ASSESSMENT & EVALUATION,,3,18,20,,,,"Newton, James",On-Line
1,RCCM,5463,W1,26724,VOCATIONAL REHABILITATION,,3,18,20,,,,"Everett, Otha",FVSU-Warner Robins Campus
1,RCCM,5633,W1,27753,RESEARCH & PROGRAM EVALUATION,,3,14,20,,,,"Everett, Otha",On-Line
1,RCCM,5706,W1,24274,INTERSHIP REHABILITATION,,3,6,6,,,,"Brenner, Jerry",On-Line
1,RCCM,5706,W2,27258,INTERSHIP REHABILITATION,,3,4,6,,,,"Brenner, Jerry",On-Line
1,RCCM,6001,W1,25360,COMPREHENSIVE REVIEW,,0,7,20,,,,"Brenner, Jerry",On-Line
1,READ,3723,1,27882,CLASSRM LTRCY ASSESSMENT,,3,1,10,02:00-03:15,M W,0106 HUBBARD EDUCATION,"Pope, Letasha",Main Campus
1,READ,3820,1,27720,EXPAND LIT ACROSS CONTENT/ECSP,,3,7,15,03:30-04:45,T R,0106 HUBBARD EDUCATION,"Pope, Letasha",Main Campus
1,READ,3823,1,27312,EXPANDING LITERACY IN MID GRD.,,3,21,25,03:30-04:45,T R,0106 HUBBARD EDUCATION,"Pope, Letasha",Main Campus
1,READ,3924,1,27952,LITERACY RESEARCH,,3,1,10,05:00-06:15,T R,0106 HUBBARD EDUCATION,"Pope, Letasha",Main Campus
1,SCED,5132,1,27213,SECONDARY CLASS MNGT STRAT,,3,0,5,,,,,Main Campus
1,SCED,5171,1,26217,SECONDARY EDUCATION PRACTICUM,,3,0,25,,,,,Main Campus
1,SCED,5895,1,26424,DIRECTED TEACHING,,3,0,20,,,,,Main Campus
1,SCIE,3121,1,24404,PRINCIPLES OF GEOLOGY,,3,8,20,03:30-04:45,T R,0212 ACADEMIC CLASSROOM BUILDI,"Kar, Adityamoy",Main Campus
1,SCIE,3121L,51,24405,PRINCIPLES OF GEOLOGY LAB,,1,8,20,05:00-06:50,W,0220 ACADEMIC CLASSROOM BUILDI,"Kar, Adityamoy",Main Campus
1,SOCI,1101,1,22036,INTRODUCTION TO SOCIOLOGY,,3,46,40,11:00-11:50,M W F,0117 BOND ACADEMIC BLDG,"Cisse, Gloria",Main Campus
1,SOCI,1101,2,27161,INTRODUCTION TO SOCIOLOGY,,3,40,40,03:00-03:50,M W F,0222 BOND ACADEMIC BLDG,"Vyas, Ashwin",Main Campus
1,SOCI,1101,3,25626,INTRODUCTION TO SOCIOLOGY,- $40 or under req txtbks cost,3,37,40,02:00-02:50,M W F,0118 BOND ACADEMIC BLDG,"Murty, Komanduri",Main Campus
1,SOCI,2008,1,23845,CULTURAL DIVERSITY,,2,40,40,10:00-10:50,M W,0118 BOND ACADEMIC BLDG,"Holyfield-Moss, Bridget",Main Campus
1,SOCI,2008,3,27669,CULTURAL DIVERSITY,,2,42,40,11:00-11:50,M W,0222 BOND ACADEMIC BLDG,"Adams, Patsy",Main Campus
1,SOCI,2008,4,27708,CULTURAL DIVERSITY,,2,43,40,03:00-03:50,M W,0117 BOND ACADEMIC BLDG,"Adams, Patsy",Main Campus
1,SOCI,2008,W1,25633,CULTURAL DIVERSITY,,2,40,40,,,,"Holyfield-Moss, Bridget",On-Line
1,SOSC,4000,1,25502,SEMINAR IN SOCIAL SCIENCE,,3,0,30,,,,,Main Campus
1,SOSC,4000,W1,28018,SEMINAR IN SOCIAL SCIENCE,,3,2,1,,,,"Baraka, Amaris",On-Line
1,SOWK,2001,1,21399,INTRO TO SOC WRK & SOC WELFARE,,3,25,25,12:30-01:45,T R,0122 BOND ACADEMIC BLDG,"Hughley, Ronald",Main Campus
1,SOWK,2002,1,25637,SOCIAL WORK ETHICS,,3,21,25,02:00-03:15,T R,0121 BOND ACADEMIC BLDG,"Hughley, Ronald",Main Campus
1,SOWK,3001,WH,25954,HUMN. BEHAV. & SOC. ENV. I,,3,39,40,09:00-09:50,M W F,0216 BOND ACADEMIC BLDG,"Baraka, Amaris",Main Campus
1,SOWK,3011,WH,21400,THRY & MTHDS-SOC WRK PRACT I,,3,29,40,10:00-10:50,M W F,0216 BOND ACADEMIC BLDG,"Baraka, Amaris",Main Campus
1,SOWK,3014,WH,27577,"SW CAREERS,PRACTICE AND EVAL",,3,10,25,08:00-08:50,M W F,0216 BOND ACADEMIC BLDG,"Baraka, Amaris",Main Campus
1,SOWK,4080,WH,27802,SWK WITH CHILDREN & FAMILIES,,3,19,25,11:00-11:50,M W F,0216 BOND ACADEMIC BLDG,"Baraka, Amaris",Main Campus
1,SOWK,4110,1,21403,SOCIAL WELFARE POLICY,,3,18,25,09:30-10:45,T R,0121 BOND ACADEMIC BLDG,"Hughley, Ronald",Main Campus
1,SOWK,4131,1,24799,INTRO TO SOCIAL RESEARCH,,3,17,35,02:00-03:15,T R,0218 BOND ACADEMIC BLDG,"Murty, Komanduri",Main Campus
1,SOWK,4399,WH,21404,FIELD OBSERVATION & EXPERIENCE,,3,2,25,08:00-08:50,M W F,0020 BOND ACADEMIC BLDG,"Cisse, Gloria",Main Campus
1,SOWK,4401,WH,26272,PRACTICUM I,,6,4,25,09:00-09:50,W,0020 BOND ACADEMIC BLDG,"Cisse, Gloria",Main Campus
1,SOWK,4402,WH,26273,PRACTICUM II,,6,10,25,10:00-10:50,M W,0020 BOND ACADEMIC BLDG,"Cisse, Gloria",Main Campus
1,SPAN,1001,1,21443,ELEMENTARY SPANISH I,,3,10,30,02:00-02:50,M W F,0121 BOND ACADEMIC BLDG,"Dubriel, Victoria",Main Campus
1,SPAN,1001,W1,27337,ELEMENTARY SPANISH I,,3,11,30,,,,"Mora, Ashley",On-Line
1,SPAN,1002,1,21446,ELEMENTARY SPANISH II,- $40 or under req txtbks cost,3,35,30,10:00-10:50,M W F,0202 MILLER HALL,"Barnard, Mary",Main Campus
1,SPAN,1002,2,21447,ELEMENTARY SPANISH II,- $40 or under req txtbks cost,3,33,30,12:00-12:50,M W F,0202 MILLER HALL,"Barnard, Mary",Main Campus
1,SPAN,1002,3,24033,ELEMENTARY SPANISH II,,3,24,30,01:00-01:50,M W F,0121 BOND ACADEMIC BLDG,"Dubriel, Victoria",Main Campus
1,SPAN,1002,W1,27338,ELEMENTARY SPANISH II,,3,35,30,,,,"Mora, Ashley",On-Line
1,SPAN,2001,1,21448,INTERMEDIATE SPANISH I,- $40 or under req txtbks cost,3,29,30,09:00-09:50,M W F,0202 MILLER HALL,"Barnard, Mary",Main Campus
1,SPAN,2001,2,22897,INTERMEDIATE SPANISH I,,3,32,30,01:00-01:50,M W F,0202 MILLER HALL,"Barnard, Mary",Main Campus
1,SSCI,2804,1,21536,SOIL SCIENCE,,4,17,30,08:00-08:50,M W F,0105 TABOR AGR ACAD,"Surrency, Jacques",Main Campus
1,SSCI,2804L,51,24435,SOIL SCIENCE LAB,,0,17,30,02:00-02:50,W,0105 TABOR AGR ACAD,"Surrency, Jacques",Main Campus
1,SSCI,4843,1,26561,ENVRNMNTL SOIL MICROBIOLOGY,,3,5,20,09:30-10:45,T R,0124 TABOR AGR ACAD,"Surrency, Jacques",Main Campus
1,SSCI,4843L,51,26562,ENVR SOIL MICROBIO LAB,,0,4,20,02:00-03:50,R,0124 TABOR AGR ACAD,"Surrency, Jacques",Main Campus
1,STAT,3000,1,27305,STATISTICAL METHODS I,,3,18,25,01:00-02:40,M,0303 COMPUTER TECHNOLOGY/MATHE,"Aberra, Dawitt",Main Campus
1,STAT,3000L,51,27306,STATISTICAL METHODS I LAB,,0,18,25,01:00-02:40,W,0221 COMPUTER TECHNOLOGY/MATHE,"Aberra, Dawitt",Main Campus
1,THEA,4374,1,27760,THEATRE PRACTICUM,,1,3,7,05:00-07:50,W,0122 FOUNDERS ACADEMIC,"Akbar, Maisha",Main Campus
1,VETY,1801,1,22382,VETERINARY TECHNOLOGY ORI,,1,73,40,12:00-12:50,M,0117 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,1803,1,21738,ANIMAL NURSING & RESTRAINT,,2,83,90,02:00-02:50,F,0117 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,1803L,51,24124,ANI NURS & RESTRAINT LAB,,0,26,12,12:00-01:50,F,0157 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,1803L,52,25143,ANI NURS & RESTRAINT LAB,,0,29,12,03:00-04:50,F,0157 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,1803L,53,27201,ANI NURS & RESTRAINT LAB,,0,28,12,01:00-02:50,R,0157 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,1812,WH,22383,MEDICAL TERMINOLOGY,,1,68,70,04:00-04:50,W,0117 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,1814,1,22040,ETHICS & OFFICE PROCEDURES,,1,71,40,11:00-11:50,M,0132 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,2833,1,21750,VET PHARMACOLOGY & MED DOSAGE,,2,41,50,09:00-09:50,M W,0132 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,2844,1,22549,ANESTHESIOLOGY & SURGICAL PROC,,3,28,30,10:00-10:50,M W,0132 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,2844L,52,26586,ANESTHESIOLOGY & SURG PROC LAB,,0,16,15,11:00-12:50,W,0157 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,2844L,53,27200,ANESTHESIOLOGY & SURG PROC LAB,,0,12,15,11:00-12:50,M,0157 ONEAL VET TECH BLD,"Knight, Miranda",Main Campus
1,VETY,2854,1,21757,LARGE ANIMALS TECHNIQUES,,2,39,35,02:00-02:50,T,0132 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,2854L,51,24127,LARGE ANI TECH LAB,,0,23,15,03:00-04:50,T,0132 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,2854L,52,27202,LARGE ANI TECH LAB,,0,16,15,12:00-01:50,T,0142 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,3903,1,22277,ANIMAL DISEASE & PREV MED,,3,30,40,09:30-10:45,T R,0132 ONEAL VET TECH BLD,"Mobini, Syedmehdi",Main Campus
1,VETY,3912,1,22398,DISEASE CONTROL & REGULA MNGT,,2,14,30,01:00-01:50,M W,0132 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,3932,1,21752,VET CLINICAL PARASITOLOGY,,2,38,30,09:00-09:50,F,0132 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,3932L,51,24128,VET CLIN PARA LAB,,0,17,15,10:00-11:50,F,0129 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,3932L,52,27203,VET CLIN PARA LAB,,0,21,15,12:00-01:50,F,0129 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,3934,1,21764,LAB ANIMAL MEDICINE,,3,23,24,12:30-01:45,T R,0132 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,3934L,51,24129,LAB ANIMAL MEDICINE,,0,13,12,02:00-04:00,R,0132 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,3934L,52,27204,LAB ANIMAL MEDICINE,,0,10,12,02:00-04:00,T,0132 ONEAL VET TECH BLD,"Mofya, Saul",Main Campus
1,VETY,3936,1,26318,"ZOONOSIS: RECOG,CONTRL & PREV",,2,16,30,02:00-02:50,M W,0132 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,3962,1,28017,COOP-EDUCATION IN VET SCIENCE,,2,0,15,03:00-04:50,M,0132 ONEAL VET TECH BLD,"McCommon, George",Main Campus
1,VETY,4883,1,25777,SPECIAL TOPICS,,2,0,20,03:00-04:50,T,0132 ONEAL VET TECH BLD,"Mobini, Syedmehdi",Main Campus
1,VETY,4923,UGA,22951,CLINICS-SMALL ANIM SURG & MED,,3,1,20,,,UGA-VET,"McCommon, George",Main Campus
1,VETY,4933,UGA,24790,CLINICS-RECEIVING & CENTRAL,,3,1,20,,,UGA-VET,"McCommon, George",Main Campus
1,VETY,4943,UGA,24791,CLINICS-ANESTHESIOLOGY,,3,1,20,,,UGA-VET,"Knight, Miranda",Main Campus
1,VETY,4953,UGA,24792,CLINICS-CLINICAL APPLICATIONS,,3,1,20,,,UGA-VET,"Knight, Miranda",Main Campus
1,ZOOL,2201K,1,21344,HUMAN ANATOMY & PHYSIOLOGY,- Hope & Zell Miller STEM Course,4,31,30,09:00-09:50,M W F,0314 ACADEMIC CLASSROOM BUILDI,"Steele, Robert",Main Campus
1,ZOOL,2201L,51,24199,HUMAN ANATOMY & PHYS-LAB,,0,31,30,03:00-05:50,M,0326 ACADEMIC CLASSROOM BUILDI,"Steele, Robert",Main Campus
1,ZOOL,2202K,1,25558,HUM ANATOMY & PHYSIO II,- Hope & Zell Miller STEM Course,4,13,30,08:00-08:50,M W F,0314 ACADEMIC CLASSROOM BUILDI,"Steele, Robert",Main Campus
1,ZOOL,2202L,51,25559,HUM ANATOMY & PHYSIO II LAB,,0,14,30,06:30-09:15,M,0326 ACADEMIC CLASSROOM BUILDI,"Steele, Robert",Main Campus
1,ZOOL,3214K,1,21699,COMPARATIVE VERTEBRATE ANATOMY,,4,33,35,08:00-08:50,M W,0321 ACADEMIC CLASSROOM BUILDI,"Jefferson, Felicia",Main Campus
1,ZOOL,3214L,51,24200,COMPARATIVE VERT-LAB,,0,30,35,02:00-04:20,T R,0326 ACADEMIC CLASSROOM BUILDI,"Jefferson, Felicia",Main Campus
1,ZOOL,3214L,52,27886,COMPARATIVE VERT-LAB,,0,3,1,06:20-08:40,T R,0326 ACADEMIC CLASSROOM BUILDI,"Jefferson, Felicia",Main Campus
1,ZOOL,3254K,1,21702,HISTOLOGY,- $40 or under req txtbks cost,4,44,40,12:00-12:50,M W F,0111 ACADEMIC CLASSROOM BUILDI,"Shoup, George",Main Campus
1,ZOOL,3254L,51,24202,HISTOLOGY-LAB,- $40 or under req txtbks cost,0,32,32,02:00-04:50,M,0324 ACADEMIC CLASSROOM BUILDI,"Shoup, George",Main Campus
1,ZOOL,3254L,52,27892,HISTOLOGY-LAB,,0,12,10,11:00-01:50,R,0324 ACADEMIC CLASSROOM BUILDI,"Shoup, George",Main Campus
1,ZOOL,4274*,51,26666,PARASITOLOGY LAB,- No-cost:$0 required txtbk cost,0,10,20,02:00-04:00,F,0134 ACADEMIC CLASSROOM BUILDI,"Mbata, George",Main Campus
1,ZOOL,4274K,1,26665,PARASITIOLOGY,,4,10,20,09:30-10:45,T R,0111 ACADEMIC CLASSROOM BUILDI,"Mbata, George",Main Campus
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
Minimester I - SESSION B,,,,,,,,,,,,,,
"Starts: August 20, 2018 --- Ends: October 10, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2,AGED,3823,W1,27086,CURRICULUM DEV. & PROG. PLAN,- No-cost:$0 required txtbk cost,3,2,10,,,,"Borne, Curtis",On-Line
2,AGED,3843,W1,27898,FORESTRY FOR TEACHERS,- No-cost:$0 required txtbk cost,3,6,5,,,,"Borne, Curtis",On-Line
2,AGED,4821,W1,27084,ASSESSMENT SEMINAR,- $40 or under req txtbks cost,1,2,10,,,,"Borne, Curtis",On-Line
2,AGED,4883,W1,27085,METHODS OF TEACHING AGRI.,- No-cost:$0 required txtbk cost,3,2,10,,,,"Borne, Curtis",On-Line
2,COUN,5433,70,26822,SUB ABUSE & ADDICTIONS COUNSEL,,3,25,20,09:00-02:00,S,FVSU - Warner Robins Si,"Chandras, Kananur",FVSU-Warner Robins Campus
2,COUN,5453,70,26821,PSYCHOPATHOLOGY,,3,19,20,06:00-09:00,T R,FVSU - Warner Robins Si,"Chandras, Kananur",FVSU-Warner Robins Campus
2,COUN,5463,71,27938,HUMAN GROWTH AND DEVELOPMENT,,3,1,1,,,,"Chandras, Kananur",FVSU-Warner Robins Campus
2,FVSU,500,W,25745,GRADUATE STUDIES ORIENTATION,,0,46,50,10:00-01:00,S,0117 ONEAL VET TECH BLD,"Riley, Clarence",On-Line
2,FVSU,500,W1H,26161,GRADUATE STUDIES ORIENTATION,,0,0,10,,,,,On-Line
2,FVSU,500,W2M,25114,GRADUATE STUDIES ORIENTATION,,0,18,25,,,,"White, Tammie",On-Line
2,FVSU,500,W4C,25749,GRADUATE STUDIES ORIENTATION,,0,0,25,,,,,On-Line
2,FVSU,500,W5G,25750,GRADUATE STUDIES ORIENTATION,,0,0,30,,,,,On-Line
2,FVSU,500,W6A,25748,GRADUATE STUDIES ORIENTATION,,0,9,20,04:00-04:50,T,MEAT TECHNOLOGY BUILDING,"Terrill, Thomas",Main Campus
2,FVSU,500,W7B,25747,GRADUATE STUDIES ORIENTATION,,0,0,30,,,,,On-Line
2,FVSU,500,W8T,25753,GRADUATE STUDIES ORIENTATION,,0,0,30,,,,,Main Campus
2,POLS,3309,W1,27900,GOVTS OF DVLPNG NATIONS,,3,13,25,,,,"Fields, Meigan",On-Line
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
Minimester II -SESSION C,,,,,,,,,,,,,,
"Starts: October 15, 2018 --- Ends: December 14, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3,AGEC,4843,2,27879,PRODUCTION ECONOMICS,,3,0,1,03:00-04:15,T R,TABOR AGR ACAD,"Liu, Xuanli",Main Campus
3,ARTH,4163,1,28060,INTERNSHIP,,3,7,15,05:00-07:50,M,0116 FOUNDERS ACADEMIC,"Dickey, Bobby",Main Campus
3,COUN,5443,70,28064,CAREER & LIFE STYLE DEVELOPMEN,,3,1,1,,,,"McCamey, Jimmy",FVSU-Warner Robins Campus
3,CSCI,4000,1,28040,SENIOR SEMINAR,,2,1,1,05:00-08:00,T,0202 COMPUTER TECHNOLOGY/MATHE,"Naghedolfeizi, Masoud",Main Campus
3,CSCI,4109,1,26937,INTERNSHIP,,3,3,2,,,,"Zeng, Xiangyan",Main Campus
3,FCSC,3903,1,28061,SUPERVISED FIELD EXPERIENCE,- No-cost:$0 required txtbk cost,1,1,10,01:00-03:50,F,FLD FLD EXPER,"Fluellen, Vivian",Main Campus
3,FVSU,500,W8H,27270,GRADUATE STUDIES ORIENTATION,,0,0,5,,,,,Main Campus
3,HLTH,5200,WH,28059,HLTH BEHAVIOR/HLTH PROMOTION,,3,2,50,06:00-09:00,R,0132 ONEAL VET TECH BLD,"Samples, Oreta",Main Campus
3,HLTH,5850,0,28063,FIELD EXPERIENCE,,1,1,10,06:00-09:00,T,0117 ONEAL VET TECH BLD,"Riley, Clarence",Main Campus
3,ICDV,3862,1,28062,CHILDHOOD ASSESSMENT,,2,1,10,05:00-07:50,T,0102 MYERS HOME EC,"Fluellen, Vivian",Main Campus
3,PEDW,1771,2,28053,RHYTHMIC AEROBICS,,1,3,4,06:00-06:50,T R,0350 HPE BUILDING,"Green, Gregory",Main Campus
3,SOSC,4000,3,27776,SEMINAR IN SOCIAL SCIENCE,,3,0,1,,,,,Main Campus
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
E-CORE Minimester I,,,,,,,,,,,,,,
"Starts: August 13, 2018 --- Ends: October 03, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
EC2,ARTS,1100,51G,27652,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
EC2,ARTS,1100,52G,27962,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,COMM,1100,51G,26699,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,COMM,1100,52G,27532,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,COMM,1100,53G,27990,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
